delta_g
39.19999999999999
119.0
37.20000000000002
41.8
40.8
-2.0
10.799999999999995
130.2
36.6
20.599999999999994
8.199999999999989
64.19999999999999
92.0
112.0
104.8
-2.0
-1.5999999999999943
47.0
31.0
22.200000000000003
26.0
40.400000000000006
-0.4000000000000057
21.40000000000001
36.0
7.0
16.0
75.8
32.2
124.2
23.40000000000001
14.0
2.4000000000000057
68.0
30.8
44.6
50.0
55.19999999999999
27.599999999999994
65.6
56.6
59.6
17.0
3.5999999999999943
26.200000000000003
-0.7999999999999972
22.8
27.0
9.400000000000006
69.4
21.0
35.0
33.0
5.799999999999997
53.0
27.0
67.4
33.0
94.8
36.2
-1.2000000000000028
59.400000000000006
28.599999999999994
41.400000000000006
32.0
73.0
-1.2000000000000028
37.0
29.0
65.8
51.0
27.0
6.599999999999994
67.0
28.200000000000003
94.6
100.0
77.8
54.6
15.599999999999994
82.0
88.6
192.0
72.2
40.400000000000006
30.0
68.0
57.2
61.0
46.400000000000006
92.2
94.0
71.0
89.6
38.0
108.6
77.2
68.0
26.599999999999994
81.0
115.0
79.0
71.80000000000001
-1.5999999999999943
92.6
62.80000000000001
-0.799999999999983
11.599999999999994
47.400000000000006
12.400000000000006
-0.1999999999999886
53.0
6.800000000000011
15.200000000000005
-1.5999999999999943
12.0
36.0
14.400000000000006
10.600000000000009
22.19999999999999
4.200000000000003
15.799999999999995
7.599999999999994
14.0
35.0
30.0
22.200000000000003
14.800000000000011
44.80000000000001
44.400000000000006
-0.4000000000000057
37.6
40.0
17.599999999999994
2.0
43.400000000000006
37.400000000000006
69.4
43.80000000000001
52.0
89.4
1.5999999999999943
64.0
39.0
72.6
96.4
-1.0
82.0
76.6
47.400000000000006
23.200000000000003
104.8
40.19999999999999
63.2
11.0
28.0
18.0
26.599999999999994
51.0
21.599999999999994
-5.199999999999989
41.0
12.799999999999995
28.8
14.799999999999995
25.0
73.8
51.0
85.8
25.599999999999994
39.2
43.400000000000006
29.200000000000003
31.599999999999994
80.4
55.2
26.19999999999999
1.1999999999999886
40.0
33.0
9.800000000000011
42.0
21.0
37.8
36.400000000000006
26.0
100.0
78.0
39.0
37.0
68.0
15.400000000000006
99.4
16.799999999999997
83.4
124.2
9.199999999999989
16.0
39.0
12.0
41.2
19.200000000000003
12.400000000000006
45.0
76.0
11.0
72.80000000000001
5.0
53.6
0.0
58.0
12.0
21.8
43.400000000000006
59.0
65.6
63.2
60.400000000000006
67.0
33.400000000000006
59.0
67.8
37.6
109.0
156.0
46.400000000000006
100.2
86.4
19.200000000000003
82.0
5.0
129.6
181.2
-2.4000000000000057
56.0
23.0
29.0
91.4
99.0
51.400000000000006
129.4
114.2
141.6
61.0
45.2
72.4
43.6
24.40000000000001
-1.1999999999999886
49.0
111.0
58.400000000000006
77.4
26.80000000000001
68.4
118.6
37.0
2.4000000000000057
66.4
3.1999999999999886
46.0
11.200000000000005
64.4
44.80000000000001
6.0
6.0
57.0
-1.1999999999999886
52.400000000000006
60.60000000000001
20.0
37.8
20.0
53.0
106.79999999999998
29.0
-3.4000000000000057
34.19999999999999
34.19999999999999
18.0
37.19999999999999
43.2
19.0
54.0
0.4000000000000057
4.0
66.8
80.0
53.2
63.6
82.4
36.0
17.599999999999994
102.0
32.0
20.40000000000001
31.8
79.6
13.199999999999989
44.6
53.400000000000006
63.400000000000006
141.6
76.0
68.0
38.0
0.4000000000000057
80.80000000000001
-1.5999999999999943
44.400000000000006
65.8
18.8
112.2
89.2
67.6
66.79999999999998
76.0
33.2
39.400000000000006
31.0
106.8
28.0
112.0
17.599999999999994
89.4
91.6
51.0
67.4
79.6
45.0
40.8
-4.0
5.0
36.2
40.0
55.0
2.4000000000000057
19.0
20.599999999999994
11.400000000000006
0.0
39.2
34.0
-6.800000000000011
68.6
51.2
34.0
6.200000000000003
9.799999999999995
24.8
16.599999999999994
15.0
30.599999999999994
26.8
19.0
54.0
56.400000000000006
2.0
10.0
7.0
35.400000000000006
6.200000000000003
22.40000000000001
14.0
93.8
-2.0
36.6
22.599999999999994
22.8
29.0
37.2
3.0
25.8
31.0
99.4
44.0
53.0
52.8
35.599999999999994
33.400000000000006
6.0
26.599999999999994
75.0
18.8
1.7999999999999972
2.799999999999997
24.40000000000001
18.8
49.99999999999999
59.400000000000006
43.6
2.200000000000003
2.4000000000000057
60.0
11.0
35.8
43.400000000000006
57.6
60.0
19.0
34.0
93.2
25.40000000000001
12.199999999999989
28.599999999999994
2.1999999999999886
76.4
61.400000000000006
6.0
42.0
42.400000000000006
72.2
3.0
4.799999999999997
33.0
30.0
38.8
31.0
28.40000000000001
32.0
31.599999999999994
54.0
17.0
14.799999999999995
13.0
15.0
52.0
34.2
57.0
36.0
28.599999999999994
64.2
-1.5999999999999943
69.6
25.0
46.6
63.0
0.5999999999999943
17.0
40.400000000000006
42.400000000000006
-2.5999999999999943
26.0
8.799999999999997
37.6
30.40000000000001
71.4
62.6
2.0
19.40000000000001
13.0
50.400000000000006
83.4
65.6
74.6
51.0
83.80000000000001
30.0
84.0
40.0
88.0
70.19999999999999
32.19999999999999
35.599999999999994
31.599999999999994
59.19999999999999
40.19999999999999
21.599999999999994
90.6
82.0
41.6
33.400000000000006
41.0
67.4
36.400000000000006
16.19999999999999
34.0
11.599999999999994
23.0
7.199999999999989
-2.4000000000000057
35.19999999999999
38.0
-3.1999999999999886
47.6
47.19999999999999
45.0
43.80000000000001
52.80000000000001
36.400000000000006
18.0
108.0
108.0
46.2
18.0
60.0
0.0
1.0
0.1999999999999886
58.400000000000006
79.0
16.19999999999999
56.400000000000006
27.200000000000003
7.0
54.400000000000006
6.400000000000006
16.599999999999994
12.0
49.6
20.19999999999999
15.199999999999989
20.19999999999999
16.599999999999994
46.400000000000006
22.60000000000001
5.599999999999994
-2.0
-1.4000000000000057
41.80000000000001
24.40000000000001
59.19999999999999
3.1999999999999886
5.599999999999994
21.80000000000001
36.0
33.400000000000006
39.80000000000001
62.0
21.19999999999999
90.4
43.8
73.0
90.6
73.4
87.80000000000001
74.4
121.0
59.400000000000006
34.0
71.19999999999999
51.400000000000006
14.0
81.80000000000001
146.0
89.4
63.0
64.19999999999999
39.400000000000006
48.2
65.0
48.0
47.6
51.6
24.80000000000001
88.0
95.4
99.0
96.0
93.8
95.8
-4.0
58.80000000000001
53.8
74.6
76.80000000000001
33.400000000000006
56.400000000000006
74.6
42.400000000000006
112.4
77.6
40.0
40.0
64.8
65.2
53.0
56.2
71.6
61.400000000000006
26.0
17.0
90.6
42.80000000000001
11.200000000000005
85.0
101.8
66.2
58.0
31.599999999999994
19.8
48.8
41.400000000000006
25.40000000000001
94.2
66.8
24.40000000000001
64.6
25.599999999999994
83.6
48.0
49.0
57.8
2.0
14.200000000000005
11.599999999999994
64.0
86.8
88.8
-2.4000000000000057
32.2
51.8
88.0
37.400000000000006
40.0
72.0
51.0
12.200000000000005
4.200000000000003
27.40000000000001
64.0
20.40000000000001
36.2
98.0
33.400000000000006
30.40000000000001
17.0
19.8
55.2
40.6
34.2
44.6
41.6
6.199999999999989
73.0
30.200000000000003
41.0
57.0
51.0
16.0
37.2
14.599999999999994
31.0
10.199999999999989
25.8
78.2
49.0
45.6
45.2
34.0
71.2
58.80000000000001
121.0
61.6
133.8
116.0
100.4
28.40000000000001
138.6
59.2
108.0
65.0
38.2
112.8
118.2
39.400000000000006
34.8
126.0
126.0
92.2
39.80000000000001
135.0
22.80000000000001
68.0
93.0
69.2
112.0
108.8
55.0
76.6
56.400000000000006
79.6
50.0
62.19999999999999
88.8
53.400000000000006
93.4
20.80000000000001
148.6
73.4
92.6
35.400000000000006
56.6
50.6
97.0
66.6
52.6
50.400000000000006
-0.8000000000000114
0.2000000000000028
8.0
86.6
50.0
65.6
130.0
26.80000000000001
41.400000000000006
44.400000000000006
51.8
-1.6000000000000083
117.4
85.0
47.19999999999999
83.6
19.0
88.0
130.0
26.40000000000001
91.6
30.19999999999999
89.0
93.2
79.4
71.2
16.599999999999994
29.599999999999994
48.400000000000006
34.8
21.8
10.0
45.0
58.8
128.39999999999998
70.2
29.8
12.400000000000006
25.8
24.200000000000003
77.0
10.599999999999994
17.599999999999994
30.40000000000001
73.0
1.0
23.0
20.8
44.0
33.19999999999999
45.2
-0.799999999999983
88.8
30.40000000000001
79.4
40.6
51.400000000000006
47.2
26.80000000000001
2.5999999999999943
65.80000000000001
35.599999999999994
60.19999999999999
39.0
56.0
0.0
53.19999999999999
53.0
65.4
110.0
18.80000000000001
0.8000000000000114
51.19999999999999
14.0
63.6
54.8
50.0
90.6
66.2
68.0
111.8
9.199999999999989
61.8
45.6
79.0
24.8
63.19999999999999
66.80000000000001
101.4
66.4
115.8
66.0
92.8
52.8
46.0
31.0
15.400000000000006
92.6
91.0
122.0
60.6
56.8
17.0
29.0
38.2
66.2
37.0
34.0
68.2
60.2
53.8
22.40000000000001
19.40000000000001
31.8
35.0
34.0
61.0
79.0
76.2
79.20000000000002
-4.599999999999994
16.19999999999999
66.80000000000001
149.8
-2.5999999999999943
143.39999999999998
240.0
151.2
27.0
9.0
112.2
128.8
54.39999999999999
94.0
136.0
14.0
71.4
152.0
41.0
246.8
24.599999999999994
153.0
38.400000000000006
167.0
65.0
57.39999999999999
33.599999999999994
33.2
18.8
15.599999999999994
21.599999999999994
15.0
16.799999999999997
56.0
125.8
-1.8000000000000114
-2.800000000000012
2.4000000000000057
9.0
35.2
34.8
26.599999999999994
21.0
19.0
6.0
32.0
26.200000000000003
78.4
37.2
3.4000000000000057
8.200000000000003
25.0
29.8
37.0
14.0
40.0
16.799999999999997
22.200000000000003
33.0
38.0
0.4000000000000057
8.600000000000023
22.200000000000003
70.0
-2.799999999999983
18.599999999999994
1.5999999999999943
-0.2000000000000028
23.40000000000001
8.0
28.40000000000001
2.799999999999997
3.0
54.0
57.8
42.0
45.6
50.400000000000006
40.2
53.0
29.8
91.2
18.0
65.8
37.2
35.0
83.0
95.0
32.0
83.4
205.8
4.0
4.800000000000011
105.0
29.599999999999994
25.0
115.0
182.4
18.40000000000001
123.2
110.0
98.8
97.2
123.4
26.599999999999994
206.2
-2.800000000000012
153.0
-2.4000000000000057
66.0
44.0
172.0
135.0
47.8
97.6
31.0
72.8
68.0
10.599999999999994
46.400000000000006
16.799999999999997
27.0
65.6
6.0
8.0
30.0
-0.7999999999999972
56.6
11.799999999999995
4.0
7.400000000000006
29.19999999999999
35.0
34.2
33.0
57.8
-1.200000000000017
0.0
64.0
21.0
12.200000000000005
21.40000000000001
60.8
23.8
40.6
26.0
35.2
5.799999999999997
23.0
17.599999999999994
4.0
4.0
26.200000000000017
40.0
23.200000000000003
38.0
30.599999999999994
18.0
14.0
13.799999999999995
47.0
-1.5999999999999943
9.799999999999995
20.0
17.0
37.0
26.0
148.0
44.80000000000001
149.0
0.0
216.2
21.0
151.0
-0.4000000000000057
78.80000000000001
111.8
7.400000000000006
202.2
115.0
40.400000000000006
142.8
58.19999999999999
87.0
115.8
121.8
38.6
187.2
36.60000000000002
4.599999999999994
145.0
77.6
96.4
5.0
66.6
134.6
47.0
-0.6000000000000227
121.4
-4.400000000000006
71.0
108.4
122.6
41.6
216.6
1.4000000000000057
61.0
146.0
-2.4000000000000057
45.60000000000001
126.2
20.80000000000001
59.2
120.0
83.6
-1.1999999999999886
72.6
30.80000000000001
30.0
116.0
42.6
27.40000000000001
50.6
64.19999999999999
23.599999999999994
50.80000000000001
135.4
192.6
-8.0
51.400000000000006
6.599999999999994
75.2
78.19999999999999
61.19999999999999
75.8
108.4
27.0
70.4
46.80000000000001
64.4
20.200000000000003
69.4
10.0
65.0
3.799999999999997
61.19999999999999
46.6
49.6
138.2
24.40000000000001
-2.0
103.4
223.8
48.19999999999999
61.0
123.6
185.4
0.8000000000000114
66.19999999999999
51.0
232.6
50.60000000000002
21.0
131.0
-5.199999999999989
174.0
111.6
73.6
29.0
200.0
13.0
74.0
188.0
4.599999999999994
47.80000000000001
219.4
-4.0
87.0
134.0
60.0
216.0
15.599999999999994
132.4
36.400000000000006
81.19999999999999
129.00000000000003
30.200000000000003
27.0
10.800000000000011
58.0
97.0
9.0
76.19999999999999
36.6
30.0
87.80000000000001
10.199999999999989
49.19999999999999
83.0
71.0
77.0
191.6
83.80000000000001
82.6
89.0
119.0
40.400000000000006
15.400000000000006
54.400000000000006
75.80000000000001
106.0
-2.0
102.4
-1.799999999999983
68.6
121.4
1.1999999999999886
99.6
95.4
45.0
62.2
85.0
68.0
66.19999999999999
115.8
73.6
126.4
41.79999999999998
0.8000000000000114
8.599999999999994
90.6
88.0
105.4
48.80000000000001
63.6
91.4
0.200000000000017
-2.799999999999983
61.19999999999999
5.199999999999989
51.19999999999999
-2.799999999999983
54.0
9.200000000000015
39.0
60.0
39.0
47.0
80.8
35.0
80.0
66.2
21.0
31.80000000000001
26.599999999999994
43.2
7.400000000000006
39.0
38.6
96.6
71.2
106.4
42.400000000000006
72.0
60.6
22.0
34.400000000000006
-1.4000000000000057
48.400000000000006
33.0
69.0
62.2
28.80000000000001
38.0
26.599999999999994
31.0
81.4
19.19999999999999
21.599999999999994
48.2
63.0
50.8
59.2
95.6
95.4
8.799999999999997
31.599999999999994
26.8
28.0
14.200000000000005
43.8
43.400000000000006
44.0
28.40000000000001
0.0
15.799999999999995
58.400000000000006
27.80000000000001
33.0
35.0
31.0
54.0
53.0
21.0
71.0
52.6
12.199999999999989
0.0
41.0
42.80000000000001
75.4
9.400000000000006
60.0
74.6
68.6
6.200000000000003
40.2
37.0
32.0
77.0
76.0
43.2
46.6
47.6
46.8
1.7999999999999972
6.0
121.0
-0.4000000000000057
71.0
65.2
61.0
61.20000000000002
118.4
62.0
77.4
57.2
74.8
50.0
46.0
25.40000000000001
41.0
53.6
119.4
3.0
26.599999999999994
81.0
74.0
40.400000000000006
29.0
22.0
98.2
-3.1999999999999886
23.40000000000001
147.8
37.0
140.6
163.6
44.80000000000001
95.2
-4.0
71.0
35.0
73.0
44.400000000000006
120.0
88.6
40.2
38.0
4.800000000000011
183.4
-3.4000000000000057
38.0
33.400000000000006
249.8
43.400000000000006
75.6
58.19999999999999
56.6
125.8
116.2
10.199999999999989
152.2
57.0
139.2
37.6
118.8
33.8
59.0
171.6
37.19999999999999
173.8
194.0
106.4
153.4
-1.0
-4.400000000000006
171.8
78.0
13.400000000000006
0.7999999999999545
84.0
2.4000000000000057
70.4
132.0
-0.200000000000017
96.6
60.80000000000001
58.2
44.0
99.2
19.39999999999999
169.0
55.19999999999999
114.8
154.0
-0.4000000000000057
151.0
142.4
66.0
30.80000000000001
95.20000000000002
-2.0
41.19999999999999
101.0
36.0
126.2
136.0
-0.8000000000000114
111.0
68.4
31.0
65.6
109.2
28.0
79.4
-0.799999999999983
43.80000000000001
30.40000000000001
65.4
16.200000000000003
37.6
53.400000000000006
74.8
35.400000000000006
46.2
18.8
11.200000000000005
48.0
90.8
26.200000000000003
68.4
15.0
82.0
73.0
58.0
30.8
52.400000000000006
51.2
80.6
77.2
43.8
80.0
21.0
57.0
57.2
85.6
51.400000000000006
54.6
63.8
43.8
30.0
2.4000000000000057
51.8
79.79999999999998
82.4
210.2
101.0
80.0
117.0
118.4
156.8
147.4
121.8
91.4
4.0
90.4
89.0
107.4
77.8
110.0
103.4
80.4
142.0
30.40000000000001
34.19999999999999
165.8
92.4
130.0
101.6
192.0
